id,latitude,longitude,day_of_year,day_of_week,hour,month,pollution_value
2745,59.374,18.064,214,3,10,8,5.9522200000000005
2746,37.349,-77.251,151,2,2,5,24.1
2747,6.605,100.067,188,5,11,7,15.3
2748,46.584,-112.087,81,1,18,3,17.5
2749,46.109,15.02,214,3,10,8,13.7
2750,35.554,139.712,267,0,10,9,9.5
2751,41.027,113.069,221,0,14,8,20.5
2752,32.802,130.717,267,0,10,9,9.5
2753,29.789,114.301,361,4,12,12,26.5
2754,57.734,11.985,214,3,10,8,9.55056
2755,28.775,76.186,304,0,4,10,99.2
2756,33.543,119.112,221,0,14,8,37.5
2757,44.446,-73.173,151,2,2,5,13.4
2758,38.506,141.153,267,0,10,9,7.5
2759,35.593,138.511,267,0,10,9,9.5
2760,51.56,-0.067,181,4,6,6,11.5
2761,42.692,-114.24,213,4,5,7,10.5
2762,-26.207,27.945,145,3,23,5,38.242
2763,37.981,-119.128,235,2,8,8,14.5
2764,34.751,111.189,366,3,19,12,45.5
2765,48.281,17.25,214,3,10,8,10.802900000000001
2766,38.24,-122.228,309,6,22,11,11.5
2767,40.791,111.776,221,0,14,8,9.5
2768,46.273,-114.112,151,2,2,5,7.5
2769,-23.713,27.679,151,2,2,5,14.589
2770,30.912,118.74,221,0,14,8,49.5
2771,43.306,-2.891,29,0,22,1,11.5
2772,30.01,120.624,221,0,14,8,42.5
2773,23.475,116.743,221,0,14,8,21.5
2774,27.797,114.395,363,5,12,12,37.5
2775,42.436,21.459,145,3,23,5,18.7
2776,39.283,-85.883,150,1,10,5,10.5
2777,26.517,101.732,221,0,14,8,21.5
2778,48.675,15.928,29,0,21,1,22.32999992
2779,34.713,135.344,267,0,10,9,5.5
2780,47.794,-1.828,337,1,16,12,17.1
2781,43.092,141.237,267,0,10,9,7.5
2782,44.792,20.392,214,3,11,8,20.043392857143
2783,19.977,110.257,221,0,14,8,13.5
2784,-24.618,30.175,90,4,2,3,5.728
2785,33.917,-84.063,151,2,2,5,8.1
2786,6.268,-75.55,249,3,16,9,23.4083
2787,37.808,-118.481,248,3,9,9,5.5
2788,37.477,121.536,221,0,14,8,34.5
2789,45.182,-90.555,151,2,2,5,12.3
2790,29.143,111.669,221,0,14,8,9.5
2791,44.628,-123.966,143,1,3,5,6.4
2792,27.559,109.883,366,3,19,12,41.5
2793,34.127,132.199,267,0,10,9,5.5
2794,37.811,-118.466,245,0,21,9,49.5
2795,37.887,118.524,221,0,14,8,61.5
2796,25.934,119.536,221,0,14,8,23.5
2797,29.878,114.342,221,0,14,8,32.5
2798,46.685,-112.003,150,1,23,5,5.9
2799,23.791,90.402,314,2,19,11,49.0
2800,-25.527,27.128,272,3,19,9,20.5
2801,47.552,-120.595,68,3,1,3,6.4
2802,-0.262,-78.55,328,2,19,11,3.5
2803,34.624,-80.194,151,2,2,5,9.9
2804,23.725,120.296,137,0,8,5,12.5
2805,-34.792,138.45,76,5,10,3,11.5
2806,4.582,-74.101,91,4,8,4,15.67272
2807,31.403,130.517,267,0,10,9,6.5
2808,34.982,137.174,267,0,9,9,8.5
2809,37.722,30.287,151,2,3,5,18.467
2810,41.301,123.278,221,0,14,8,20.5
2811,36.158,-118.611,297,1,23,10,10.5
2812,40.291,-76.409,151,2,2,5,8.3
2813,23.08,113.285,221,0,14,8,21.5
2814,37.771,112.484,366,3,18,12,45.5
2815,37.118,-122.039,308,3,16,11,5.5
2816,33.884,115.8,366,3,18,12,24.5
2817,34.341,107.145,366,3,19,12,69.5
2818,34.128,134.609,267,0,10,9,6.5
2819,10.698,-61.302,151,2,2,5,7.81333333333333
2820,53.337,-6.304,71,0,15,3,30.29
2821,46.246,-119.203,151,2,2,5,7.5
2822,17.434,78.346,304,0,5,10,55.5
2823,41.57,-87.55,151,2,2,5,13.8
2824,37.29,127.131,193,3,19,7,23.5
2825,32.824,129.86,267,0,10,9,8.5
2826,37.672,126.68,104,5,1,4,14.5
2827,-26.651,27.96,146,4,16,5,14.991
2828,12.709,101.124,188,5,11,7,14.6
2829,40.395,-111.711,151,2,2,5,6.5
2830,44.359,26.01,29,0,23,1,13.17868954
2831,-37.808,144.864,188,0,3,7,14.7
2832,23.09,112.481,221,0,14,8,14.5
2833,18.052,-66.677,168,4,16,6,106.3
2834,38.532,-122.852,337,1,10,12,8.5
2835,40.091,113.281,221,0,14,8,11.5
2836,35.012,136.192,267,0,10,9,4.5
2837,52.617,16.569,33,3,3,2,10.560220000000001
2838,47.164,-101.391,150,1,10,5,6.3
2839,22.67,110.135,221,0,14,8,18.5
2840,53.801,-3.009,301,6,3,10,10.5
2841,23.032,113.743,221,0,14,8,15.5
2842,27.856,114.962,221,0,14,8,23.5
2843,31.949,120.976,221,0,14,8,32.5
2844,28.948,105.434,221,0,14,8,14.5
2845,35.127,136.993,267,0,10,9,18.5
2846,51.421,-0.992,47,3,3,2,10.5
2847,30.299,109.546,221,0,14,8,3.5
2848,45.716,-121.559,276,1,12,10,4.8
2849,38.638,-120.984,64,2,3,3,6.8
2850,23.403,116.726,221,0,14,8,20.5
2851,45.509,-73.569,161,3,23,6,6.3
2852,34.714,135.351,267,0,10,9,5.5
2853,53.829,20.967,364,3,11,12,49.3657
2854,21.042,105.808,233,4,4,8,40.4
2855,28.824,78.742,304,0,5,10,76.04
2856,30.004,121.756,221,0,14,8,18.5
2857,34.721,138.99,267,0,10,9,8.5
2858,47.844,88.115,221,0,14,8,18.5
2859,35.882,139.588,267,0,10,9,6.5
2860,22.562,120.382,137,0,8,5,13.5
2861,61.606,-149.078,193,3,19,7,7.5
2862,37.106,37.399,151,2,3,5,22.869
2863,6.189,-75.531,249,3,16,9,13.03404
2864,45.602,4.781,38,2,13,2,17.2
2865,47.669,-117.327,146,3,5,5,5.5
2866,35.558,139.318,267,0,10,9,8.5
2867,40.255,29.149,352,6,15,12,21.553
2868,48.311,14.263,64,0,13,3,15.89949989
2869,59.247,17.844,214,3,9,8,6.124750000000001
2870,42.338,118.973,221,0,14,8,7.5
2871,32.965,117.44,221,0,14,8,28.5
2872,33.872,130.963,267,0,10,9,7.5
2873,31.801,119.977,221,0,14,8,44.5
2874,43.728,126.699,221,0,14,8,19.5
2875,22.63,114.379,221,0,14,8,9.5
2876,33.736,135.38,267,0,10,9,8.5
2877,37.597,-77.451,143,0,5,5,11.0
2878,-33.861,18.536,320,1,10,11,8.113
2879,36.527,138.088,267,0,10,9,9.5
2880,32.984,112.524,366,3,19,12,40.5
2881,17.631,104.64,331,0,5,11,37.527777989705406
2882,-25.587,27.098,141,6,19,5,13.5
2883,-41.151,147.771,230,3,21,8,4.5
2884,31.97,131.426,267,0,10,9,8.5
2885,40.829,-96.719,151,2,2,5,6.5
2886,52.458,-1.921,301,6,3,10,12.5
2887,25.292,83.016,289,6,19,10,106.9
2888,35.853,119.993,154,3,20,6,17.5
2889,41.025,-123.711,101,4,3,4,10.5
2890,19.1,-155.807,151,2,2,5,3.5
2891,44.038,-123.055,151,2,2,5,8.2
2892,36.116,139.691,267,0,10,9,6.5
2893,38.805,-123.039,299,5,13,10,18.5
2894,49.68,21.649,354,2,10,12,22.3984
2895,37.79,-119.571,151,2,2,5,5.5
2896,45.572,84.912,221,0,14,8,19.5
2897,46.037,-112.495,151,2,2,5,9.2
2898,39.624,-119.681,151,2,2,5,12.5
2899,44.193,-77.44,198,0,21,7,16.5
2900,9.397,78.861,304,0,5,10,56.5
2901,32.824,-116.947,151,2,2,5,9.0
2902,-21.975,148.026,343,3,3,12,7.9
2903,33.274,131.869,267,0,10,9,7.5
2904,26.593,104.909,221,0,14,8,11.5
2905,26.951,75.813,304,0,4,10,123.43
2906,38.049,-78.532,151,2,2,5,14.4
2907,43.628,2.201,29,0,20,1,8.9
2908,33.655,130.772,267,0,10,9,5.5
2909,30.54,104.203,221,0,14,8,19.5
2910,49.207,18.785,214,3,10,8,18.377000000000002
2911,33.863,130.879,267,0,10,9,7.5
2912,39.743,-104.958,150,1,17,5,11.7
2913,4.672,-74.034,91,4,3,4,20.5
2914,59.406,17.92,214,3,9,8,5.27167
2915,36.339,-119.339,349,2,19,12,10.5
2916,-26.12,29.736,150,1,0,5,3.553
2917,36.82,119.95,221,0,14,8,43.5
2918,-25.522,27.135,217,4,7,8,29.5
2919,36.755,-94.731,291,3,17,10,5.7
2920,47.614,-72.313,315,3,21,11,5.0
2921,44.823,20.342,214,3,11,8,13.678833333333
2922,35.361,-120.498,78,2,16,3,9.5
2923,23.157,113.247,221,0,14,8,14.5
2924,33.345,-115.968,143,1,2,5,10.9
2925,34.128,130.886,267,0,10,9,6.5
2926,-33.885,18.592,151,2,2,5,13.5
2927,34.462,135.374,267,0,10,9,5.5
2928,18.914,98.932,188,5,11,7,18.409672578175865
2929,44.68,20.471,214,3,11,8,8.1035
2930,41.494,-81.699,151,2,2,5,17.7
2931,35.599,139.648,267,0,10,9,6.5
2932,29.648,91.159,221,0,14,8,3.5
2933,23.155,77.494,304,0,5,10,91.5
2934,30.146,105.872,221,0,14,8,6.5
2935,37.404,-118.389,183,0,11,7,15.5
2936,36.784,140.766,267,0,10,9,4.5
2937,35.867,139.754,267,0,10,9,7.5
2938,33.145,130.019,267,0,10,9,9.5
2939,36.074,-117.988,200,2,19,7,23.5
2940,-25.587,27.098,142,0,2,5,14.5
2941,34.372,-77.817,151,2,2,5,7.5
2942,6.107,-75.63,1,6,20,1,18.5
2943,40.759,-73.869,151,2,2,5,16.3
2944,44.796,20.389,214,3,11,8,19.532166666667
2945,42.286,118.979,221,0,14,8,13.5
2946,29.478,-98.625,150,1,10,5,7.5
2947,20.514,-100.812,165,3,22,6,35.2
2948,19.426,-98.112,216,5,6,8,9.5
2949,48.381,-124.646,151,2,2,5,6.0
2950,-36.745,-72.479,179,2,20,6,3.5
2951,48.4,-120.132,151,2,2,5,7.5
2952,46.239,-119.251,151,2,2,5,4.4
2953,14.675,-61.143,115,2,7,4,11.05
2954,38.991,106.386,221,0,14,8,17.5
2955,37.892,114.324,366,3,18,12,18.5
2956,35.389,119.535,221,0,14,8,41.5
2957,41.14,28.865,151,2,3,5,57.334
2958,28.858,77.076,132,5,9,5,176.5
2959,35.819,139.899,263,3,6,9,14.5
2960,35.608,104.593,366,3,19,12,57.5
2961,29.33,76.366,304,0,4,10,307.2
2962,24.286,116.146,366,3,19,12,22.5
2963,40.728,29.742,151,2,3,5,30.007
2964,31.692,117.24,221,0,14,8,22.5
2965,-26.414,28.95,150,1,19,5,3.5
2966,18.809,98.968,188,5,11,7,12.0
2967,39.464,76.056,221,0,14,8,15.5
2968,23.117,113.214,221,0,14,8,15.5
2969,36.883,137.015,267,0,10,9,6.5
2970,34.624,133.791,267,0,9,9,4.5
2971,39.772,-104.946,150,1,17,5,16.7
2972,37.262,-93.266,83,2,21,3,10.7
2973,34.532,136.741,267,0,10,9,7.5
2974,42.797,-96.866,102,2,22,4,8.0
2975,43.83,143.926,267,0,10,9,9.5
2976,39.984,-75.092,151,2,2,5,20.7
2977,35.117,137.215,267,0,10,9,10.5
2978,55.555,13.052,214,3,10,8,8.74
2979,38.695,-4.105,33,2,11,2,15.5
2980,34.749,137.404,267,0,10,9,12.5
2981,-30.362,149.793,327,2,2,11,7.9
2982,36.469,116.074,221,0,14,8,49.5
2983,36.861,-95.838,348,1,19,12,17.7
2984,31.896,120.254,221,0,14,8,37.5
2985,37.03,-122.046,91,4,18,4,3.5
2986,13.692,100.518,188,5,11,7,12.3
2987,16.833,102.646,220,1,11,8,21.083333015441895
2988,34.69,135.524,267,0,10,9,5.5
2989,38.986,115.934,221,0,14,8,29.5
2990,34.803,134.609,267,0,10,9,7.5
2991,41.668,123.421,221,0,14,8,22.5
2992,-22.663,-47.632,277,1,22,10,19.5
2993,34.005,-117.845,23,3,2,1,13.5
2994,36.996,105.225,366,3,19,12,53.5
2995,14.721,100.88,188,5,11,7,23.6
2996,42.854,-2.719,29,0,22,1,15.5
2997,28.645,76.924,304,0,4,10,242.3
2998,46.205,15.293,214,3,10,8,14.53
2999,34.822,113.527,221,0,14,8,20.5
3000,34.965,133.446,267,0,10,9,5.5
3001,42.687,-81.185,198,0,20,7,37.5
3002,40.548,-74.784,150,1,23,5,9.8
3003,43.102,-77.574,151,2,2,5,13.4
3004,-23.923,151.311,343,3,3,12,7.7
3005,53.508,-2.425,301,6,3,10,9.5
3006,33.979,133.58,267,0,10,9,11.5
3007,41.889,123.584,221,0,14,8,23.5
3008,16.159,77.328,289,6,12,10,13.5
3009,47.165,-120.969,245,5,21,9,71.5
3010,18.533,73.817,283,0,14,10,1063.5
3011,44.45,26.009,212,1,13,7,9.524168
3012,31.796,-106.551,315,3,20,11,9.4
3013,36.052,103.873,221,0,14,8,19.5
3014,41.216,32.646,150,1,14,5,5.38
3015,29.967,-90.024,46,1,5,2,21.6
3016,34.954,135.769,267,0,10,9,7.5
3017,33.453,-111.865,151,2,2,5,6.3
3018,35.355,137.166,267,0,10,9,14.5
3019,45.459,-71.841,54,2,18,2,8.8
3020,51.742,18.034,238,1,12,8,9.4259
3021,-26.228,28.125,86,0,19,3,49.706
3022,28.892,115.858,221,0,14,8,43.5
3023,32.461,105.853,366,3,19,12,59.5
3024,37.041,119.613,332,2,3,11,26.5
3025,48.283,14.295,64,0,13,3,14.2159996
3026,28.962,77.759,289,6,18,10,116.5
3027,52.801,13.836,1,0,0,1,29.5
3028,35.666,139.923,267,0,10,9,10.5
3029,31.656,118.483,366,3,19,12,43.5
3030,59.859,17.597,214,3,10,8,6.64944
3031,-32.967,-71.53,183,0,21,7,36.5
3032,25.038,101.546,221,0,14,8,12.5
3033,42.659,21.04,146,4,1,5,11.0
3034,31.587,-84.069,150,1,23,5,11.2
3035,58.626,16.196,214,3,8,8,5.6635
3036,37.904,139.014,267,0,10,9,5.5
3037,44.102,-123.177,144,2,22,5,7.1
3038,35.575,112.799,221,0,14,8,30.5
3039,50.789,-1.103,301,6,3,10,10.5
3040,29.591,91.098,221,0,14,8,8.5
3041,35.859,-80.302,151,2,2,5,7.5
3042,57.628,18.252,214,3,11,8,6.3
3043,26.238,73.066,304,0,4,10,134.3
3044,25.013,121.341,53,3,3,2,25.5
3045,38.917,117.184,221,0,14,8,25.5
3046,45.477,-122.61,151,2,2,5,5.8
3047,45.697,126.651,221,0,14,8,11.5
3048,22.556,113.85,221,0,14,8,9.5
3049,36.254,137.939,267,0,10,9,10.5
3050,40.784,29.931,151,2,3,5,31.836
3051,23.083,113.117,221,0,14,8,13.5
3052,41.965,123.356,221,0,14,8,31.5
3053,21.772,108.369,221,0,14,8,12.5
3054,37.024,126.922,165,3,23,6,23.5
3055,22.836,108.357,221,0,14,8,18.5
3056,51.369,-0.104,172,3,16,6,13.5
3057,6.35,-75.468,297,3,23,10,20.5
3058,30.226,120.223,221,0,14,8,43.5
3059,47.775,18.121,214,3,10,8,11.4939
3060,39.958,-80.745,151,2,2,5,13.9
3061,37.716,126.807,193,3,17,7,18.5
3062,37.597,-77.451,141,5,22,5,14.0
3063,13.746,100.414,154,6,9,6,15.1
3064,37.597,-77.451,145,2,19,5,9.6
3065,36.299,120.042,221,0,14,8,42.5
3066,51.604,15.284,221,1,13,8,3.5
3067,26.314,117.675,221,0,14,8,13.5
3068,32.839,-80.001,142,6,12,5,14.8
3069,37.966,-1.127,244,5,0,8,15.72
3070,27.695,106.96,221,0,14,8,7.5
3071,-23.986,29.522,151,2,3,5,13.5
3072,31.796,-106.551,320,1,23,11,12.3
3073,33.768,-116.224,151,2,2,5,12.5
3074,47.333,130.272,221,0,14,8,9.5
3075,37.517,-118.746,237,0,8,8,22.5
3076,35.73,139.539,267,0,10,9,5.5
3077,60.261,24.02,2,3,8,1,6.696193
3078,34.467,109.428,221,0,14,8,18.5
3079,35.447,112.903,220,6,11,8,27.5
3080,28.618,77.273,263,0,8,9,53.5
3081,37.775,112.476,221,0,14,8,16.5
3082,22.521,88.324,314,2,19,11,282.6
3083,-24.076,29.436,151,2,2,5,19.5
3084,28.729,104.58,221,0,14,8,14.5
3085,32.457,130.626,267,0,10,9,11.5
3086,-25.587,27.098,142,0,5,5,19.5
3087,17.427,78.47,289,6,19,10,37.28
3088,35.606,139.801,267,0,10,9,6.5
3089,40.948,-98.376,151,2,2,5,9.5
3090,44.867,-97.104,151,2,2,5,15.2
3091,45.515,-94.097,151,2,2,5,11.4
3092,41.734,-110.573,150,1,18,5,11.5
3093,19.24,-155.486,151,2,2,5,7.5
3094,38.506,-122.492,233,1,9,8,30.5
3095,47.731,-122.301,151,2,2,5,8.6
3096,47.171,-120.936,13,3,3,1,72.1
3097,35.567,139.661,350,5,16,12,5.440476218859355
3098,31.907,117.122,366,3,18,12,16.5
3099,35.063,135.504,267,0,10,9,5.5
3100,41.425,-91.075,151,2,2,5,11.5
3101,43.235,-8.303,2,6,3,1,7.8
3102,-25.527,27.128,216,3,6,8,28.5
3103,26.02,119.343,221,0,14,8,21.5
3104,28.533,112.395,221,0,14,8,10.5
3105,35.401,139.499,267,0,10,9,10.5
3106,35.566,-120.48,37,3,4,2,13.5
3107,39.569,121.985,289,2,20,10,73.5
3108,34.084,-81.086,151,2,2,5,8.9
3109,38.687,35.459,300,3,12,10,22.707
3110,13.775,100.569,188,5,11,7,14.4
3111,35.912,-78.887,151,2,2,5,11.7
3112,25.642,85.261,289,6,18,10,56.9
3113,35.559,-120.508,84,3,21,3,12.5
3114,-30.485,151.687,326,1,6,11,8.1
3115,-30.063,30.903,177,6,14,6,14.5
3116,38.895,116.917,221,0,14,8,21.5
3117,38.505,140.445,267,0,10,9,6.5
3118,53.84,22.944,277,1,22,10,8.6
3119,-26.059,30.139,150,1,0,5,3.5
3120,30.66,117.5,221,0,14,8,47.5
3121,26.858,80.959,289,6,19,10,43.5
3122,46.403,124.88,221,0,14,8,10.5
3123,6.208,-75.64,249,3,16,9,25.9162
3124,35.184,-80.847,151,2,2,5,11.5
3125,44.773,10.299,127,2,2,5,9.5
3126,31.796,-106.551,314,2,19,11,8.3
3127,-24.637,27.355,146,3,7,5,26.019
3128,31.882,34.785,323,4,12,11,13.6
3129,37.258,122.076,221,0,14,8,37.5
3130,23.119,113.452,221,0,14,8,30.5
3131,43.222,-123.332,47,2,20,2,17.7
3132,38.731,-121.262,151,2,2,5,7.5
3133,34.201,129.276,255,2,4,9,3.5
3134,43.093,141.307,267,0,10,9,7.5
3135,41.99,121.63,221,0,14,8,60.5
3136,43.766,-123.012,151,2,2,5,6.4
3137,53.636,11.363,1,4,4,1,19.55
3138,50.23,127.477,366,3,19,12,16.5
3139,39.017,-76.9,151,2,2,5,14.5
3140,41.516,-96.178,140,4,8,5,3.5
3141,31.756,118.49,221,0,14,8,51.5
3142,39.064,-120.15,345,2,17,12,8.5
3143,37.761,-119.067,261,1,8,9,13.5
3144,37.762,-119.067,253,0,20,9,9.5
3145,44.427,20.323,214,3,11,8,8.9196666666667
3146,38.962,115.912,221,0,14,8,31.5
3147,33.234,131.623,267,0,10,9,9.5
3148,38.939,-119.951,254,1,0,9,6.5
3149,24.736,120.87,137,0,8,5,15.5
3150,36.108,-5.367,45,2,21,2,9.0
3151,-1.929,30.101,135,1,3,5,65.7
3152,45.683,-121.519,151,2,2,5,6.8
3153,22.513,113.436,221,0,14,8,12.5
3154,33.934,-116.816,151,2,2,5,12.3
3155,38.304,-122.242,337,6,7,12,21.5
3156,-33.823,25.661,150,1,23,5,14.5
3157,39.712,-105.15,203,0,21,7,13.5
3158,31.498,104.753,221,0,14,8,26.5
3159,31.757,130.33,267,0,10,9,9.5
3160,10.109,76.335,304,0,4,10,30.13
3161,35.495,-97.055,18,2,19,1,7.1
3162,-34.02,22.523,109,2,13,4,13.858
3163,41.651,-87.386,145,2,23,5,10.2
3164,34.663,137.099,267,0,10,9,10.5
3165,44.82,20.633,213,2,10,7,11.6995
3166,39.051,115.831,221,0,14,8,22.5
3167,59.928,10.807,44,1,18,2,11.575838
3168,-26.779,29.612,150,1,0,5,3.5
3169,35.383,139.966,267,0,10,9,7.5
3170,40.71,29.554,151,2,3,5,26.853
3171,30.739,106.139,221,0,14,8,8.5
3172,33.949,116.789,221,0,14,8,31.5
3173,33.985,118.301,221,0,14,8,27.5
3174,40.807,120.888,221,0,14,8,43.5
3175,43.068,141.344,267,0,10,9,8.5
3176,38.399,-90.349,83,2,21,3,12.2
3177,13.683,100.537,188,5,11,7,18.8
3178,37.588,-1.002,244,5,0,8,18.47
3179,44.032,87.26,221,0,14,8,8.5
3180,39.947,32.609,151,2,3,5,12.398
3181,36.372,139.734,267,0,9,9,5.5
3182,37.871,113.583,221,0,14,8,22.5
3183,,,242,1,3,8,4.5
3184,34.724,137.438,267,0,10,9,8.5
3185,35.559,133.227,267,0,10,9,3.5
3186,34.954,137.335,267,0,10,9,9.5
3187,18.125,-94.388,158,3,21,6,3.5
3188,35.87,140.087,267,0,10,9,13.5
3189,62.396,17.26,214,3,10,8,6.329000000000001
3190,48.287,14.346,64,0,13,3,21.26000022
3191,34.16,-117.885,151,2,2,5,8.5
3192,37.597,-77.451,145,2,2,5,6.9
3193,45.863,-120.773,302,2,23,10,3.5
3194,30.97,112.205,221,0,14,8,9.5
3195,26.228,91.777,304,0,4,10,40.5
3196,34.841,135.779,267,0,10,9,7.5
3197,37.755,-119.068,196,6,8,7,9.5
3198,23.102,109.596,221,0,14,8,21.5
3199,-25.527,27.128,282,6,21,10,39.5
3200,34.444,134.217,267,0,10,9,8.5
3201,47.297,130.281,221,0,14,8,14.5
3202,27.235,111.567,221,0,14,8,28.5
3203,-25.939,28.187,122,1,13,5,24.907
3204,31.688,113.374,221,0,14,8,8.5
3205,28.689,115.9,221,0,14,8,35.5
3206,36.619,136.631,267,0,10,9,3.5
3207,49.669,-124.984,297,2,0,10,8.1
3208,42.441,-70.971,116,1,22,4,7.5
3209,43.539,-96.654,35,3,17,2,54.4
3210,30.45,-91.145,151,2,2,5,17.9
3211,40.747,-111.832,151,2,2,5,12.6
3212,40.421,-74.438,150,1,23,5,14.1
3213,38.414,-122.711,335,4,14,12,8.5
3214,32.985,113.996,366,3,19,12,41.5
3215,22.298,113.625,221,0,14,8,12.5
3216,38.638,-90.208,150,1,21,5,18.2
3217,-25.527,27.128,216,3,5,8,28.5
3218,36.52,-77.631,151,2,2,5,7.5
3219,51.51,-0.142,184,0,14,7,9.5
3220,29.064,119.688,221,0,14,8,6.5
3221,34.657,133.837,267,0,10,9,6.5
3222,59.928,10.811,3,1,15,1,33.857546
3223,39.155,121.748,221,0,14,8,35.5
3224,37.349,126.967,193,3,17,7,17.5
3225,37.838,27.682,151,2,3,5,78.852
3226,36.067,120.395,366,3,18,12,35.5
3227,46.551,-112.067,81,1,20,3,7.5
3228,42.73,-73.065,151,2,2,5,9.5
3229,13.723,100.586,22,6,3,1,34.5
3230,35.559,-120.508,77,3,18,3,23.5
3231,30.973,117.793,221,0,14,8,40.5
3232,28.66,77.31,304,0,4,10,103.0
3233,44.615,20.031,214,3,11,8,12.7378333333333
3234,63.138,21.638,165,3,9,6,3.5
3235,43.414,4.938,29,0,19,1,13.7
3236,48.951,-115.163,211,1,2,7,31.5
3237,35.877,139.76,267,0,10,9,5.5
3238,52.458,13.469,1,0,0,1,44.84
3239,35.654,139.77,244,5,16,8,9.5
3240,-6.283,106.836,314,2,19,11,31.9
3241,33.783,115.743,221,0,14,8,23.5
3242,32.12,118.616,221,0,14,8,17.5
3243,40.739,-73.946,151,2,2,5,15.2
3244,24.748,84.942,53,3,6,2,108.5
3245,57.203,-2.12,263,0,21,9,6.5
3246,24.073,-104.673,339,2,7,12,39.721
3247,33.827,132.748,267,0,10,9,6.5
3248,37.16,122.408,221,0,14,8,28.5
3249,36.187,36.126,95,2,23,4,28.803
3250,30.401,-88.564,151,2,2,5,14.6
3251,53.87,9.151,6,4,12,1,7.184
3252,27.792,-82.722,150,1,14,5,16.6
3253,32.567,-117.015,82,1,17,3,20.0
3254,36.706,37.112,151,2,3,5,18.229
3255,35.35,113.886,221,0,14,8,30.5
3256,4.561,-74.212,231,3,10,8,12.743975
3257,31.169,121.58,221,0,14,8,28.5
3258,31.709,119.607,221,0,14,8,51.5
3259,47.627,-2.727,29,0,20,1,16.6
3260,44.45,26.009,252,6,1,9,11.801549
3261,44.767,-68.74,121,2,14,5,17.5
3262,22.482,120.563,137,0,7,5,6.5
3263,25.308,87.001,304,0,4,10,110.5
3264,22.697,75.89,6,0,12,1,13.5
3265,37.381,120.395,221,0,14,8,43.5
3266,-22.461,-47.554,95,2,23,4,29.5
3267,29.948,-96.751,338,1,20,12,8.3
3268,37.012,-121.559,151,2,2,5,6.5
3269,50.96,11.315,29,0,22,1,25.63498688
3270,38.369,140.967,267,0,10,9,9.5
3271,64.984,25.521,361,0,10,12,10.0554129
3272,33.913,134.681,267,0,10,9,10.5
3273,26.834,112.635,221,0,14,8,17.5
3274,46.047,-118.316,151,2,2,5,6.8
3275,39.995,-76.679,151,2,2,5,10.2
3276,-20.906,55.435,365,6,23,12,7.0
3277,43.56,5.18,29,0,19,1,12.6
3278,38.868,-77.036,151,2,2,5,16.5
3279,38.627,68.685,118,5,11,4,37.5
3280,37.302,126.98,104,5,1,4,32.5
3281,36.835,117.976,221,0,14,8,63.5
3282,37.964,-1.128,245,6,0,9,17.369999999999997
3283,18.481,73.825,188,3,10,7,36.8
3284,43.916,5.754,29,0,20,1,6.8
3285,44.535,-123.262,151,2,2,5,7.5
3286,-25.522,27.135,114,0,21,4,71.5
3287,-26.929,29.229,91,5,15,4,25.3
3288,26.267,117.593,221,0,14,8,23.5
3289,41.091,28.276,151,2,3,5,23.643
3290,59.406,17.92,214,3,10,8,5.349629
3291,60.757,-161.756,178,4,3,6,6.5
3292,39.386,-121.158,261,3,19,9,48.5
3293,-37.671,145.481,145,1,22,5,3.5
3294,50.026,21.372,348,1,11,12,50.973
3295,38.807,-94.746,151,2,2,5,18.6
3296,38.312,109.707,221,0,14,8,25.5
3297,34.79,111.15,221,0,14,8,19.5
3298,41.711,-124.241,151,2,2,5,7.5
3299,30.449,-82.774,27,3,16,1,20.5
3300,36.48,-121.484,295,2,17,10,6.5
3301,34.84,114.266,221,0,14,8,18.5
3302,26.239,127.652,267,0,10,9,8.5
3303,34.619,135.822,267,0,10,9,3.5
3304,43.308,19.3,80,2,0,3,18.3
3305,-25.955,28.237,163,6,13,6,10.708
3306,37.126,-6.812,78,0,10,3,11.34
3307,36.38,-120.957,58,3,4,2,16.4
3308,35.645,139.724,267,0,10,9,6.5
3309,35.208,-120.643,108,3,22,4,9.5
3310,46.584,-112.087,81,1,20,3,13.5
3311,43.279,-79.823,318,2,17,11,4.5
3312,38.666,-120.628,346,3,17,12,15.5
3313,44.553,20.424,214,3,11,8,8.4903333333333
3314,22.782,100.981,221,0,14,8,7.5
3315,44.564,18.634,12,2,13,1,21.2
3316,39.627,-121.758,155,2,22,6,3.5
3317,34.986,136.653,267,0,10,9,5.5
3318,41.025,-123.711,94,4,22,4,6.5
3319,26.239,105.977,221,0,14,8,11.5
3320,34.767,113.696,221,0,14,8,25.5
3321,41.812,124.073,221,0,14,8,17.5
3322,35.123,139.115,267,0,10,9,4.5
3323,30.818,106.055,221,0,14,8,22.5
3324,38.594,68.801,118,5,10,4,37.5
3325,37.609,-118.991,250,2,0,9,14.5
3326,35.747,139.311,267,0,10,9,8.5
3327,-23.503,-46.485,95,2,23,4,21.5
3328,45.017,-123.019,103,3,6,4,5.7
3329,30.91,117.808,221,0,14,8,38.5
3330,35.572,-80.406,151,2,2,5,8.5
3331,51.039,-3.998,301,6,3,10,10.5
3332,42.473,-92.343,151,2,2,5,17.5
3333,36.58,104.181,366,3,19,12,40.5
3334,34.361,131.184,267,0,10,9,8.5
3335,43.874,125.389,221,0,14,8,31.5
3336,18.465,98.392,186,3,4,7,11.8
